Id,AegisName,Name
20295,C_Poring_Sunglasses_J,Costume Poring Sunglasses
20296,C_Yoyo_Hat,Costume Yoyo Hat
20297,C_Cactus_Hat,Costume Cactus Hat
20298,C_Happy_Lunatic_Ear,Costume Happy Lunatic Hanging Ear
20299,C_Face_Crusher,Costume Face Crusher
20300,C_Hill_Wind_Mask,Costume Hill Wind Mask
20301,C_Golden_Savage_Hat,Costume Golden Savage Hat
20302,C_Beelzebub_Crown,Costume Beelzebub Crown
20303,C_Mandragora_Cap,Costume Mandragora Cap
20304,C_Smokie_Hat,Costume Raccoon Hat
20305,C_NettyHeart_BalloonGum,Costume Nettie Heart Bubble Gum
20306,C_Artist_Hat,Costume Artist's Hat
20307,C_BeginnerMark,Costume Beginner Cap
20308,C_Koneko_Hat,Costume Koneko Hat
20309,C_Dip_Schmitz,Costume Dip Schmidt Helm
20310,C_Cute_Parrot,Costume Cute Parrot
20311,C_Magical_Booster,Costume Magical Booster
20312,C_Baron_Evil_Eye,Costume Baron's Evil Eye
20313,C_CD_In_Mouth,Costume CD in Mouth
20314,C_New_Wave_Sunglass,Costume New Wave Sunglasses
20315,C_Analyze_Eye,Costume Analyze Eye
20316,C_Seraph_Wing_Helm,Costume Seraph Wing Helm
20317,C_CatEars_Cyber_HeadP,Costume Nekomimi Cyber Headphone
20318,C_Charleston_Antenna,Costume Charleston Antenna
20319,C_Crimson_Booster,Costume Crimson Booster
20320,C_Red_Bandana,Costume Red Bandana
20321,C_37_Sculpt,Costume Pterios Fins
20322,C_Otter_Hat,Costume Seal Hat
20323,C_Music_Decoration_J,Costume Sparkling Sound
20324,C_Pigeon_Hat,Costume Pigeon Hat
20325,C_Little_Aquarium,Costume Little Aquarium
20326,C_Sailor_Collar,Costume Sailor Collar
20327,C_Marine_Cap,Costume Marine Cap
20328,C_Golden_Fish,Costume Mackerel Pike
20329,C_Tare_HSchool_Doll_Hat,Costume Very Cute Doll Hat
20330,C_Sombrero,Costume Sombrero
20331,C_Desert_Prince,Costume Desert Prince
20332,C_Ribbon_Of_Lady,Costume Pure White Ribbon
20333,C_Family_Hat,Costume Family Hat
20334,C_Joystick_Hat,Costume Joystick Hat
20335,C_Teardrop,Costume Teardrops
20336,C_Sugared_Fruit_S,Classic Underneath Cyclone 2 Week Rental Box
20337,C_Mahican,Costume Mohican Mask
20338,C_Rainbow_L_Octopus,Costume Dancing Colorful Octopus
20339,C_Flower_Summer_Hat,Costume Flower Summer Hat
20340,C_Straight_Pony_BL,Costume Ponytail (Black)
20341,C_Cowlick_BL,Costume Cowlick (Black)
20342,C_Loose_Wave_Twin_BL,Costume Twin Ponytail (Black)
20343,C_Melon_Helmet,Costume Melon Flavour
20344,C_Happy_Balloon_J,Costume: Happy Balloon
20345,C_Guard_Of_Neptune_,Costume Seagod Protector
20346,C_Drooping_Permeter,Costume Drooping Permeter
20347,C_Poring_Pirate,Costume Poring Pirate Hat
20348,C_Picnic_Hat,Costume Sunday Hat
20349,C_FlyingGalapago,Costume Flying Galapago
20350,C_Cowlick_YL,Costume Bouncing Hair Yellow
20351,C_Cowlick_GN,Costume Bouncing Hair Green
20352,C_Cowlick_PP,Costume Bouncing Hair Purple
20353,C_Cowlick_RD,Costume Bouncing Hair Red
20354,C_Cowlick_OM,Costume Bouncing Hair Crimson
20355,C_Cowlick_BU,Costume Bouncing Hair Blue
20356,C_Cowlick_WH,Costume Bouncing Hair White
20357,C_Straight_Pony_YL,Costume Straight Pony Yellow
20358,C_Straight_Pony_GN,Costume Straight Pony Green
20359,C_Straight_Pony_PP,Costume Straight Pony Purple
20360,C_Straight_Pony_RD,Costume Straight Pony Red
20361,C_Straight_Pony_OM,Costume Straight Pony Crimson
20362,C_Straight_Pony_BU,Costume Straight Pony Blue
20363,C_Straight_Pony_WH,Costume Straight Pony White
20364,C_Loose_Wave_Twin_YL,Costume Loose Wave Twin Yellow
20365,C_Loose_Wave_Twin_GN,Costume Loose Wave Twin Green
20366,C_Loose_Wave_Twin_PP,Costume Loose Wave Twin Purple
20367,C_Loose_Wave_Twin_RD,Costume Loose Wave Twin Red
20368,C_Loose_Wave_Twin_OM,Costume Loose Wave Twin Crimson
20369,C_Loose_Wave_Twin_BU,Costume Loose Wave Twin Blue
20370,C_Loose_Wave_Twin_WH,Costume Loose Wave Twin White
20371,C_Special_Kapra_Hat,Costume Special Kafra Hat
20372,C_Hat_Of_Girl,Costume Ribbon Hat
20373,C_Watermelon_Hat,Costume Watermelon Hat
20374,C_Mechanical_Plant_Hat,Costume Mechanical Plant Hat
20375,C_Ignis_Cap,Costume Ignis Cap
20376,C_Memories_Of_Lovers,Costume Memory of Lovers
20377,C_Flying_Helmet,Costume Flight Cap
20378,C_Sky_Helm,Costume Sky Met
20379,C_PocketWatch_Hair_Orna,Costume Pocketwatch Hair Ornament
20380,C_Mech_Feather_Hairband,Costume Mechanical Feather Hairband
20381,C_Steampunk_Hat,Costume Steampunk Hat
20382,C_Silversniper_Doll,Costume Silver Sniper Doll
20383,C_Magicdecoy_Doll,Costume Magic Decoy Doll
20384,C_PurpleCrystal_Tiara,Costume Douce Tiara
20385,C_Orc_Hero_Helm,Costume Orc Hero Helmet
20386,C_Victory_Wing_Helm,Costume Victory Wing Helm
20387,C_Crossed_Hair_Band,Costume X-Shaped Hairpin
20388,C_Ayam,Costume Ayam
20389,C_Censor_Bar,Costume Mosaic
20390,C_Goblini_Mask,Costume Goblin Mask
20391,C_Silent_Executer,Costume Silent Executor
20392,C_Sniper_Goggle,Costume Sniper Google
20393,C_Schmidt_Helm,Costume Schmitz Helm
20394,C_Pumpkin_Cock_Hat,Costume Pumpkin Toque
20395,C_Black_Witch_Hat,Costume Black Witch Hat
20396,C_Woodie_Hat,Costume Green Hat
20397,C_Jakk,Costume Jakk
20398,C_Niflheim_Bunny_Hat,Costume Niffleheim Bunny Hat
20399,C_Crow_Tengu_Mask,Costume Crow Tengu Mask
20400,C_Holy_Rosario,Costume Ichthys Rosario
20401,C_Angel_Spirit_Guides,Costume Angel Guidance
20402,C_Holy_Klobuk,Costume Holy Klobuk
20403,C_Dolor_Hat,Costume Dolor Thanatos
20404,C_Blessing_Of_Angels,Costume Blessing of Angel
20405,C_Eremes_Scarf,Costume Eremes Scarf
20406,C_Commandments_Of_Chain,Costume Chain of Commandments
20407,C_Subject_Aura_Red,Costume Test Subject Aura (Red)
20408,C_Bldy_Light_Dark_Crown,Costume Requiem Crown of Light and Dark
20409,C_There_Is_Something_JP,Costume There is Something
20410,C_Bone_Head,Costume Bone Head
20411,C_Claris_Doll_Hat,Costume Glaris Doll Hat
20412,C_Tayelin_Doll_Hat,Costume Tayelin Doll Hat
20413,C_Isabella_Brown_Ear,Costume Piamette Hairband
20414,C_Crown_Of_Deceit,Costume Crown Of Deceit
20415,C_RTC_Winner_Only,Costume Goddess of Victory(Blue)
20416,C_1Grade_Balloon,Costume Grade 1 Balloon
20417,C_2Grade_Balloon,Costume Grade 2 Balloon
20418,C_3Grade_Balloon,Costume Grade 3 Balloon
20419,C_4Grade_Balloon,Costume Grade 4 Balloon
20420,C_5Grade_Balloon,Costume Grade 5 Balloon
20421,C_6Grade_Balloon,Costume Grade 6 Balloon
20422,C_7Grade_Balloon,Costume Grade 7 Balloon
20423,C_8Grade_Balloon,Costume Grade 8 Balloon
20424,C_9Grade_Balloon,Costume Grade 9 Balloon
20425,C_10Grade_Balloon,Costume Grade 10 Balloon
20426,C_11Grade_Balloon,Costume Grade 11 Balloon
20427,C_12Grade_Balloon,Costume Grade 12 Balloon
20428,C_13Grade_Balloon,Costume Grade 13 Balloon
20429,C_Piamette_BowTie,Costume Piamette Bowtie
20430,C_Morocc_Kid_Servant,Costume Loyal Servant of Devil Morocc
20431,C_Maggi_Head_Dress,Costume Magician Headdress
20432,C_Khalitzburg_KN_Helm,Costume Khalitzburg Knight Helm
20433,C_Louise_Red_Hat,Costume Louise Red Hat
20434,C_Droop_Gunslinger,Costume Drooping Gunslinger
20435,C_Camellia_Hair_Pin,Costume Camellia Hair Pin
20436,C_Angeling_KnitCap,Costume Angelring Furhat
20437,C_Sakura_Hairband,Costume Sakura Hairband
20438,C_Abacus_In_Mouth,Costume Abacus In Mouth
20439,C_Glow_Of_New_Year,Costume New Year Shine
20440,C_Tone_Of_Gold,Costume Tone of Gold
20441,C_L_RibbonMuff_Red,Costume Large Ribbon Muffler (Red)
20442,C_RW_Mochiring_Hat,Costume Red and White Mochiring Hat
20443,C_Unicorn_Helm,Costume Unicorn Helm
20444,C_Aniv_Star_Hat,Costume Anniversary Star Hat
20445,C_Candle,Costume Candle
20446,C_Rabbit_Ear_Eggshell,Costume Bunny Eggshell
20447,C_Small_Poring_Band,Costume Small Porings Headband
20448,C_Cons_Of_Water,Costume Water Spellcaster
20449,C_White_Black_Temp,Costume White and Black Temptation
20450,C_Gram_Peony,Costume Gram Peony
20451,C_Sky_Of_Memory,Costume Sky of Memory
20452,C_berry_Prince_Crown,Costume Crown of Strawberry Prince
20453,C_Hat_Of_Bundle,Costume Wrapping Cloth
20454,C_Headgear_Of_Queen,Costume Crown of Ancient Queen
20455,C_Republic_Hat,Costume Republic Hat
20456,C_Combat_Vestige,Costume Combat Vestige
20457,C_Feather_Fluttering,Costume Fluttering Feathers
20458,C_Wild_Poring_Rider,Costume Wild Poring Rider
20459,C_Valhalla_Idol,Costume Valhalla Idol
20460,C_Thornbush_Hairband,Costume Thornbush Hairband
20461,C_93_BloodyWing,Costume 93 Style Bloody Wings
20462,C_Cat_Ears_Cape,Costume Cat Ears Cape
20463,C_Two_Tone_Beret,Costume Two Tone Beret
20464,C_Monochrome_RibbonHat,Costume Monochrome Ribbon Hat
20465,C_Glasses_Without_Lens,Costume Glasses Without Lens
20466,C_Crimson_Ribbon,Costume Crimson Ribbon
20467,C_Elemental_Crown,Costume Elemental Crown
20468,C_Youinone_Mask,You in ONE
20469,C_Bogy_Horn,Costume Bogy Horn
20470,C_SweetChocolate_Hat,Costume Sweet Chocolate Hat
20471,C_Tulip_Hairpin,Costume Tulip Hairpin
20472,C_Helm_Of_Angel,Costume Helm of Angel
20473,C_Mine_Helm,Costume Mine Helm
20474,C_Banana_Hat,Costume Banana Flavour
20475,C_Bridal_Ribbon,Costume Ribbon of Bride
20476,C_Costume01_L,Rental Costume Tipsy
20477,C_Costume02_L,Rental Costume Wrapping Ribbon
20478,C_Costume03_L,Rental Costume Royal Rabbit Crown
20479,C_Costume04_L,Rental Costume Fairy Feathers
20480,C_Costume05_L,Rental Costume Dog Officer
20481,C_Mask_of_Ifrit,Costume Mask of Ifrit
20482,C_Heaven_Cage,Costume Heaven Cage
20483,C_Butterfly_Barrettes,Costume Butterfly Barrettes
20484,C_Sunflower_Hairpin,Costume Sunflower Hairpin
20485,C_Maneater_Flower_Hp,Costume Maneater Flower HP
20486,C_Twin_Margaret,Costume Twin Margaret
20487,C_Floral_Waltz,Costume Floral Waltz
20488,C_Pope_Ribbon,Costume Pope Ribbon
20489,C_Pope_Crown,Costume Pope Crown
20490,C_Full_Bloom_Hp_Blue,Costume Full Blossom Sakura Hairpin Blue
20491,C_Laser_Of_Eagle,Costume Laser of Eagle
20492,C_Whistle,Costume Unidentified Flying Poring
20493,C_Wing_Headphone,Costume Wing Headphone
20494,C_Ufo_Poring_Hat,Costume Unidentified Flying Poring
20495,C_Quati_Hat_J,Costume Quati Hat
20496,C_Black_Shiba_Inu_Hat,Costume Black Shiba Inu Hat
20497,C_Umbala_Spirit,Costume Umbala Spirit
20498,C_Elephant_Hat,Costume Elephant Hat
20499,C_Cat_Ear_Hat,Costume Cat Ears Hat
20500,T_Archangel_Wing,Archangel Wing
20501,C_Mechanic_Wing,Costume Mechanic Wing
20502,C_Devil_Wing,Costume Little Devil Wings
20503,C_Bag_Of_Antonio,Costume Candy Pouch Bag
20504,C_Cupid_Wing_Pink,Costume Cupid's Pink Wings
20505,C_Cupid_Wing_Skyblue,Costume Cupid Wing Skyblue
20506,C_Invisible_Manteau,Invisible Manteau
20507,C_Poring_Bag,Costume Poring Bag
20508,C_Poster_Girl_Hat,Costume Poster Girl Hat
20509,C_Wings_of_Uriel,Costume Wings of Uriel
20510,C_SwordWing,Costume Sword Wing
20511,C_Blue_Fairy_Wing,Blue Wings of Fairy
20512,C_Bravery_Bag,Costume Adventurer's Backpack
20513,C_EXE_Backpack,Costume EXE Backpack
20514,C_Thanatos_Sword,Costume Thanatos Sword
20515,C_Magic_Circle,Costume Magic Circle
20516,C_Wings_of_Michael,Costume Wings of Michael
20517,C_GiantCatBag_TW,Costume Giant Cat Bag
20518,C_Gerhard_Von_Devi_Bag,Costume Gerhard Von Devi Bag
20519,C_Full_BloomCherry_Tree,Costume Full Bloom Cherry Tree
20520,C_Costume07_L,Rental Costume Full Bloom Cherry Tree
20521,C_BlackCatBag_TW,Costume Black Cat Bag
20522,C_Blessings_Of_Soul,Costume Blessings Of Soul
20523,C_2018_RTC_Cape_TW,Costume: 2018 RTC Memorial Cloak
20524,C_Shining_Angel_Wing,Costume Shining Angel Wings
20525,C_Bloody_Wing,Costume Crimson Wings
20526,C_BlueAngeling_Wing,Costume Brilliant Blue Angel Wings
20527,C_PinkButterfly_Wing,Costume Pink Butterfly Wing
20528,C_GoldButterfly_Wing,Costume Golden Butterfly Wings
20529,C_2018_RTC_Cape_ROS,Costume 2018 RTC Memorial Cloak
20530,C_Wings_of_Gabriel,Costume Wings of Gabriel
20531,C_Invisible_Manteau_TW,Costume Invisible Manteau
20532,C_Exploding_Wave_Sca_V,Costume Flaming Burst Wave(Garment)
20533,C_PinkButterfly_Wing_T,Costume Pink Butterfly Wing
20534,C_GiantCatBag_JP,Costume Big White Cat
20535,C_Digital_Space,Costume Digital Space
20536,C_Violet_Halo,Costume Violet Halo
20537,C_Maple_Which_Falls_Rd,Costume Falling Red Foliage
20538,C_Magic_Circle_Rainbow,Costume Magic Circle Rainbow
20539,C_CherryFesRibbon_TW,Costume Sakura Festival Ribbon
20540,C_SnackParty_TW,Costume Cookie Party
20541,C_AngelRibbonWing_TW,Costume Angel's Ribboned Wings
20542,C_BlackBearBackpack_TW,Costume Black Bear Backpack
20543,C_Halloween_Poring_Bag,Costume Halloween Poring Bag
20544,C_Gold_Shower_J,Costume Golden Shower
20545,C_Chrismas_Tree,Costume Christmas Guardian Tree
20546,C_Backside_Ribbon_Bell,Costume Giant Ribbon Bell
20547,C_Ghost_Effect,Costume Ghost Effect
20548,C_Popping_Poring_Aura,Costume Popping Poring Aura
20549,C_99LV_Royal_Guard_Blue,Costume Aura of the Sea Glow
20550,C_99LV_Warlock_Violet,Costume Violet Energy
20551,C_99LV_Sorcerer_LBlue,Costume Light Blue Energy
20552,C_99LV_Ranger_Green,Costume Green Energy
20553,C_99LV_Minstrel_Pink,Costume Pink Energy
20554,C_99LV_Archbishop_White,Costume Aura of Sanctity
20555,C_99LV_Guill_Silver,Costume Silver Energy
20556,C_99LV_ShadowC_Black,Costume Aura of Night
20557,C_99LV_Mechanic_Gold,Costume Gold Energy
20558,C_99LV_Genetic_YGreen,Costume Yellow Green Energy
20559,C_160LV_Rune_Red,Costume Red Aura
20560,C_160LV_Royal_G_Blue,Costume Aura of the Depths
20561,C_160LV_Warlock_Violet,Costume Violet Aura
20562,C_160LV_Sorcerer_LBlue,Costume Light Blue Aura
20563,C_160LV_Ranger_Green,Costume Green Aura
20564,C_160LV_Minstrel_Pink,Costume Pink Aura
20565,C_160LV_Archb_White,Costume Aura Thunder
20566,C_160LV_Guill_Silver,Costume Silver Aura
20567,C_160LV_ShadowC_Black,Costume Aura of Darkness
20568,C_160LV_Mechanic_Gold,Costume Gold Aura
20569,C_160LV_Genetic_YGreen,Costume Yellow Green Aura
20570,C_HeartChocoBag,Costume Love Candy Pack
20571,C_Valkyrie_Wing,Costume Valkyrie Wings
20572,C_WingOfHeart,Costume WingOfHeart
20573,C_VioletHalo,Costume Violet High Row
20574,C_School_Bag_RD,Costume Backpack (Red)
20575,C_School_Bag_BL,Costume Backpack (Black)
20576,C_Cat_Fork,Costume Cat Fork
20577,C_Balloon_Wing,Costume Balloon Wing
20578,C_Wings_Of_Raguel,Costume Raguel's Wings
20579,C_Wings_Of_Raphael,Costume Raphael's Wings
20580,C_Heart_Wing_Backpack,Costume Heart Wing Backpack
20581,C_Soldier_Backpack,Costume Soldier Backpack
20582,C_T_Bear_Bag,Costume Bear Backpack
20583,C_Magic_Star_TW,Costume Illusion Crystal
20584,C_Big_Foxtail,Costume Fox Tail
20585,C_Ru_Bear_Bag,Costume Angry Bear Bag
20586,C_Loli_Ruri_Moon,Costume: Loli Ruri's Crescent
20587,C_Light_Darkness_Wing,Wings of Light and Darkness
20588,C_Nifl_Bloom,Costume Broom of Witch
20589,C_Gimmick_One_Feather,Costume One Wing
20590,C_Evil_Druid_Cross,Costume Evil Druid Cross
20591,C_Bow_On_the_Back,Costume Bow on Back
20592,C_Santa_Backpack,Costume Santa's Pocket
20593,C_Ice_Wing,Costume: Ice Wings
20594,C_Big_Ribbon_Cloak,Costume Big Ribbon Manteau
20595,C_School_Bag_RD_E,Costume Novice Red Backpack
20596,C_BlackBear_Back_TW,Costume: Black Bear Backpack
20597,C_Evil_Scythe,Costume: Evil Scythe
20598,C_GiantCatBag_JP_BL,Costume Big Black Cat
20599,C_Sakura_Wing,Costume: Sakura Wings
20600,Fantastic_Aura,Fantastic Aura
20601,C_99LV_Rune_Red,Costume Red Energy
20602,C_Seraphim_Wing_TW,Costume: Ace of Angel Wing (Sweet)
20603,C_P_Ulysses_Feather,Costume Ulysses Wings
20604,C_Blessed_Veil,Costume: Blessed Veil
20605,C_Leaf_Umbrella,Costume Leaf Umbrella
20606,C_Golden_Angel_Wing,Costume Golden Angel Wing
20607,C_Baldr_Wing_TW,Costume Baldr Wing
20608,C_99LV_Star_E_MBlue,Costume Midnight Blue Energy
20609,C_160LV_Star_E_MBlue,Costume Midnight Blue Aura
20610,C_99LV_Soul_R_Gray,Costume Gray Energy
20611,C_160LV_Soul_R_Gray,Costume Gray Aura
20612,C_Ten_G_Shield_TW,Costume Ten Guardian Shield
20613,C_Wing_Of_Spider,Costume Spider Wings
20614,C_Kyel_hyre_Ulti_TW,Costume Ultimate Kiel Hyre's
20615,C_School_Bag_BU,Costume Beginner Blue Backpack
20616,C_School_Bag_PU,Costume Beginner Purple Backpack
20617,C_Wing_Of_Eutaxy,Costume Wing of Eutaxy
20618,C_Big_B_Rabbit,Costume Big Black Rabbit
20619,C_Phaya_Ploeng_Suriyan,Costume Phaya Ploeng Suriyan
20620,C_Songkran_Watergun,Costume Songkran Water Gun
20621,C_Dark_Lord_Manteau,Costume Dark Lord Manteau
20622,C_2023RTC_S_Robe1,Costume Winner of ROS 2023
20623,C_2023RTC_S_Robe2,Costume Runner Up of ROS 2023
20624,C_2023RTC_S_Robe3,Costume Second Runner-Up of ROS 2023
20625,C_ROS2023_Cape_1,Costume Star Champion's Manteau
20626,C_ROS2023_Cape_2,2023 ROS Winning Prize Manteau
20627,C_Pitaya_R_Bag,Costume Red Pitaya Backpack
20628,C_Pitaya_B_Bag,Costume Blue Pitaya Backpack
20629,C_Pitaya_Y_Bag,Costume Yellow Pitaya Backpack
20700,Egir_Manteau,Egir Manteau
20701,Sol_Manteau,Sol Manteau
20702,TE_Woe_Muffler,TE Woe Muffler
20703,TE_Woe_Manteau,TE Woe Manteau
20704,TE_Woe_Magic_Manteau,TE Woe Magic Manteau
20705,Lumiere_Manteau,Lumiere Manteau
20706,Amistr_Bag,Amistr Bag
20707,Kirin_Wing,Kirin Wing
20708,Poison_Manteau,Poison Manteau
20709,Mana_Manteau,Mana Manteau
20710,Impr_Angel's_Warmth,Advanced Angelic Cardigan
20711,Manteau_Of_Diego,Diego Shawl
20712,Valkyrie_Cape,Valkyrie Cape
20713,Manteau_Of_Torrent,Torrent Manteau
20714,Assassin_Muffler,Assassin's Muffler
20715,Earthquake_Manteau,Earthquake Manteau
20716,Esprit_Manteau,Esprit Manteau
20717,FaceWorm_Skin,Gigant Snake Skin
20718,FaceWorm_Skin_,Gigant Snake Skin
20719,BF_Hood,Battle Cape
20720,Manteau_Of_Storm,Storm Manteau
20721,Cloak_Of_Gray,Cloak of Gray
20722,Soul_Of_Tree,Tree Spirit Shawl
20723,Manteau_Of_Hunter,Hunter's Manteau
20724,Love_Dad_Wings_2012,Love Dad Wings 2012
20725,Ribbon_Piamat,Ribbon Piamat
20726,Fire_Dragon_Coat,Fire Dragon's Coat
20727,Brilliant_Golden_Wings,Brilliant Golden Wings
20728,Water_Dragon_Coat,Water Dragon Coat
20729,Wind_Dragon_Coat,Wind Dragon Coat
20730,Loyalists_Hood,Loyalists Hood
20731,Ground_Dragon_Coat,Earth Dragon's Coat
20732,Supplement_Part_Con,Supplement Part Con
20733,Upgrade_Part_Engine,Reinforced Parts - Engine
20734,Manteau_Of_Leafwind,Manteau of Leafwind
20735,Manteau_Of_Flame_Heart,Manteau of Flame Heart
20737,C_Kirin_Wing,Costume Kirin Wing
20743,Airship_Cape,Airship's Cloak
20744,Felock_Cape,Felrock's Cloak
20745,Manteau_Of_Mistic_Froz,Manteau of Mystic Frozen
20746,C_Rudra_Wing,Costume Rudra Wings
20747,Manteau_Great_Nature,Manteau of Great Nature
20748,Manteau_Of_Fallen,Fallen Warrior Manteau
20749,Manteau_Of_Fallen_,Fallen Warrior Manteau
20750,Rouban_Manteau,Levain Manteau
20753,Lian_Robe,Lian Robe
20756,Egir_Manteau_K,Aegir Cloak
20761,C_Wing_Of_Happiness,Costume Happiness Wings
20762,C_GreatDevilWing,Costume Great Devil Wings
20763,C_Amistr_Bag,Costume Amistr Bag
20764,C_Fallen_Angel_Wing,Costume Fallen Angel Wing
20765,C_Archangel_Wing,Costume Archangel Wing
20766,Beam_Of_Light_Manteau,Radiance Manteau
20767,Bravery_Bag_J,Adventurer's Backpack
20768,Archangel_Wing_J,Archangel Wing
20769,Small_Hut_Manteau,Twilight Manteau
20770,Limnil_Cape,Andfreimnir's Manteau
20771,Choas_Manteau,Chaotic Manteau
20772,Grudge_Manteau,Grudge Manteau
20773,Excelion_Wing,Excelion Wing
20774,Cutoff_Manteau,King of Void's Garment
20776,Supplement_Part_Con_J,Powered Tank
20777,Upgrade_Part_Engine_J,Guardian Engine
20778,RedLotus_Stole,Red Lotus Stole
20779,ManteauOfCracks,Rift Manteau
20780,Union_MHP_Manteau,Unity STR Manteau
20781,Union_FLEE_Manteau,Unity AGI Manteau
20782,Union_SP_Muffler,Unity INT Muffler
20783,Hero_Cape,Hero Manteau
20784,Amistr_Bag_J,Amistr Bag
20787,Union_CRI_Muffler,Unity Exquisite Muffler
20788,Doram_Only_Cape,Private Doram Manteau
20789,Doram_High_Cape,Luxury Doram Manteau
20790,Doram_Ele_Cape,Elegant Doram Manteau
20796,Soheon_Winged_Robe,Seohyun's Robe
20797,Etran_Shirt,Etran Shirt
20798,GrimReaper_Protection,Costume Grim Reaper Protection
20799,Elemental_Towel,Elemental Towel
20800,Enforcer_cape,Enforcer Cape
20801,Toughen_Time_Keepr_MT,Enhanced Time Keeper Manteau
20802,AmistrBag_Teleport,Teleport Amistr Bag
20803,AmistrBag_Heal,Heal Amistr Bag
20804,AmistrBag_Greed,Greed Amistr Bag
20805,AmistrBag_Incagi,Increase Agility Amistr Bag
20806,AmistrBag_Magnum,Magnum Break Amistr Bag
20807,AmistrBag_Endure,Endure Amistr Bag
20808,AmistrBag_Sight,Sight Amistr Bag
20809,AmistrBag_Concentrate,Improve Concentration Amistr Bag
20811,AmistrBag_Hiding,Hiding Amistr Bag
20812,Kirin_Wing_J,Kirin Wing
20813,Clack_Of_Servival_,Survivor's Manteau
20814,Wakwak_Manteau,Wakwak Manteau
20815,SeraphimRobe,Seraphim Robe
20816,Yoichi_Muffler,Yoichi's Shawl
20817,Diffusion_Bravery_Bag,[Katsua]Adventurer's Backpack
20818,Cursed_Devils_Manteau,Curse-Spell Manteau
20819,Oxygen_Bomb_K,Oxygen Tank
20820,Cloak_Of_Elemental,Elemental Cape
20821,Golden_Scarf,Golden Scarf
20822,Mine_Worker_Backpack,Mine Worker's Backpack
20823,Para_Team_Manteau100,Awakened Eden Group Manteau I
20824,Para_Team_Manteau130,Awakened Eden Group Manteau II
20825,Para_Team_Manteau160,Awakened Eden Group Manteau III
20826,Angel_feather,Angel Feather
20827,Diva_Manteau,Diva Manteau
20828,Mirage_Manteau,Mirage Manteau
20830,Seraphim_Wing_J2,Wings of Seraph
20831,Elder_Spirit,Adventurer's Spirit
20833,Fallen_Angel_Wing_TH,Fallen Angel Wing
20834,Manteau_Of_Vagabond,Drifter's Cape
20835,K_Fallen_Angel_Wing,[Katsuya] Fallen Angel Wings
20836,Skin_Of_Lindwurm,Skin of Lindwyrm
20837,Skin_Of_Gwiber,Skin of Gwiber
20838,Muffler_IL,Illusion Muffler
20840,Cape_Of_Ancient_Lord_IL,Illusion Ancient Cape
20841,Golden_Angel_Wing_TH,Golden Angel Wing
20842,Bag_Of_Antonio_Melee,Candy Pouch Bag (Physical)
20843,Bag_Of_Antonio_Range,Candy Pouch Bag (Range)
20844,Bag_Of_Antonio_Magic,Candy Pouch Bag (Magic)
20845,Skin_Of_Marraco,Skin of Malach
20846,Temporal_Manteau,Temporal Manteau
20847,Clack_Of_Servival_IL,Illusion Survivor Manteau
20852,Jirant_Cloak,Witch's Cloak
20853,Rudo_Black_Wings,Rudo's Black Wing
20854,Medical_Cape,Medical Cape
20855,Rental_Oxygen_Bomb,Costume Oxygen Tank
20856,YSF01_Manteau,YSF01 Manteau
20857,VeilCoyote,Sniping Veil
20858,YSF01_Manteau_J,Y.S.F.0.1 Manteau
20859,Phreeoni_Wing,Phreeoni Wings
20860,BattleSurcoat,Battle Surcoat
20861,SwordWing_J,Sword Wing
20862,EXE_Backpack,EXE Backpack
20863,MenblattWing,Menblatt Wing Manteau
20864,Siege_Manteau_1Tier,Lesser Guild Member's Manteau
20865,Siege_Muffler_1Tier,Lesser Guild Member's Muffler
20866,Golden_Angel_Wing_TW,Golden Angel Wing
20867,60Lv_Hood,Subjugation Team's Shoulder Belt
20868,70Lv_Manteau,Expedition's Manteau
20869,70Lv_Muffler,Expedition's Muffler
20870,80Lv_Manteau,Contingent Manteau
20871,80Lv_Cloak,Contingent Cloak
20872,80Lv_Muffler,Contingent Muffler
20873,80Lv_Cape,Contingent Cape
20874,90Lv_Manteau,Conqueror's Manteau
20875,90Lv_Cloak,Conqueror's Cloak
20876,90Lv_Muffler,Conqueror's Muffler
20877,90Lv_Cape,Conqueror's Cape
20900,Golden_Scarf_J,Bouncer's Scarf
20902,True_Hunting_Manteau,True Hunting Manteau
20903,R_Hunting_Manteau,Short-term Hunting Manteau
20904,Etran_Shirt_BR,Etran Shirt
20905,Astrea_Cape,Asteria's Cloak
20906,Rebeginer_Manteau,Beginner's Cloak
20907,Fairy_Cloth,Fairy Cloth
20908,Jirant_Cloak_BR,Witch's Cloak
20909,BattleSurcoat_BR,Battle Haori
20910,Etran_Shirt_TW,Etran Shirt
20915,Doram_Only_Cape_J,Doram Cape
20916,Doram_High_Cape_J,High-End Doram Cape
20917,Doram_Ele_Cape_J,Special Doram Cape
20918,Angel_Poring_Wing,Angel Poring Wing
20922,Leviathan_muffler,Leviathan Muffler
20923,Goibne_Shoulder_IL,Illusion Goibne Spaulders
20924,Brave_muffler,Brave Muffler
20925,Commander_manteau_J,Commander Manteau
20926,2018_RTC_Cape4_TW,2018-RTC Memorial Cloak
20927,2018_RTC_Cape1_TW,2018 RTC Cape1
20928,2018_RTC_Cape2_TW,2018 RTC Cape2
20929,2018_RTC_Cape3_TW,2018 RTC Cape3
20931,Rainbow_Scarf_Jp,Prism Rangers Scarf
